score	group
38.07811888548328	control
29.889750404311823	control
44.09804173416999	control
35.79207463627479	control
52.79096207382196	control
35.523435867743686	control
29.59127429246484	control
33.88752788513613	control
47.928362603769614	control
50.701189160594296	control
41.12986131672728	control
55.23794637986292	control
48.51543987687246	control
38.27231089121717	control
43.11972452086304	control
22.270900005121995	control
59.58248306870081	control
52.73257285203934	control
45.893858145393835	control
34.3345571150456	control
34.80381340167218	control
50.50440686487596	control
30.913073835899397	control
40.089084188903755	control
37.57728993787573	control
48.66240544515	control
32.19201915403226	control
43.5761576098266	control
46.86792789013985	control
42.00967573689658	control
61.77546670832649	control
30.877564166371634	control
31.811333363165225	control
38.600352550004814	control
35.421529220035005	control
54.067640319156496	control
43.745223103299075	control
36.02096110975664	control
40.15416914966478	control
36.069584152057715	control
35.537361888245734	control
31.5858563120511	control
51.66947742846382	control
42.84879693766618	control
45.008549900895254	control
57.00131970378868	control
25.973584880907637	control
43.76326042662027	control
23.894300127682307	control
49.78941332799837	control
19.527790178105043	control
41.02430297037467	control
29.633335980692102	control
39.293783980480185	control
4.199860434250418	control
44.86346761655667	control
26.016325866015034	control
45.42600032218899	control
17.84331801199892	control
49.71351551286052	control
40.937710446194416	control
26.59144406644129	control
50.562241828659815	control
40.269066316272756	control
44.37699855028126	control
30.52009478120431	control
33.913688541339084	control
41.10417906339039	control
52.03207749037787	control
30.136251812069	control
19.800428619017563	control
53.773260401722936	control
49.65821255524792	control
33.79100669892518	control
72.04491451998908	control
40.7230493944821	control
34.54759803466086	control
36.0187427166188	control
34.54265551049238	control
18.556553803453205	control
30.162051143849677	control
16.77566774904964	control
45.51937962322583	control
52.30915897331075	control
49.92132157546236	control
40.28282752801013	control
49.16656059025217	control
23.511038662364815	control
26.484809230352816	control
53.67255548528378	control
33.15690045521473	control
58.16020999852313	control
43.94878101135318	control
48.06419890798869	control
23.071770753642248	control
46.9988552839221	control
30.9682416330514	control
61.55480917938975	control
39.05161306800297	control
31.746090342813638	control
33.110899036923406	control
34.63155257051327	control
31.50739012416375	control
24.675789557256742	control
38.820061657549516	control
39.81561099845957	control
42.65763716367861	control
29.018921814957388	control
55.67225824605198	control
45.00453781956645	control
44.61460732859984	control
49.58388047021501	control
40.220822779902264	control
41.78526048105786	control
16.877829675929963	control
48.45578912769581	control
30.567761832018668	control
39.33600111459425	control
31.527243972116175	control
29.88184163224833	control
48.54716693159476	control
38.710495303274456	control
23.83386236634568	control
39.7139302463775	control
36.524701229907116	control
29.929740989632887	control
45.68597731088146	control
44.06293712640406	control
32.272661798652024	control
30.694755301129856	control
44.05062019750983	control
51.91752688844238	control
40.049480788518366	control
45.380562546374904	control
53.479133902211515	control
53.231209595365506	control
70.37159685679	control
24.129149219625607	control
46.93994732745799	control
56.338142031607795	control
33.93128948447624	control
61.062546853470565	control
40.197406990672086	control
37.14873013224143	control
50.26175472793702	control
32.99934854254748	control
29.995977206883776	control
49.996988432821674	control
46.52335225268632	control
41.29071830314669	control
62.3158467027256	control
48.62578489738756	control
30.591194203650147	control
40.14884411957241	control
45.784053731432344	control
36.453655406567535	control
41.68244182637394	control
45.42344713560895	control
39.39752995145051	control
33.60048273677929	control
47.22124675192507	control
32.56327757922177	control
53.62636974054449	control
32.44932068866029	control
40.72804603812599	control
40.60894951511337	control
23.68311183436186	control
43.603141332947885	control
44.11123860916352	control
28.45395002310225	control
41.316870531204906	control
29.676387014965186	control
50.08722686774348	control
41.27184386837663	control
43.5797991144565	control
43.915127078308004	control
50.26767831949634	control
52.57547284525239	control
44.68709889501343	control
47.26628866598737	control
39.97441354729102	control
32.99484756265342	control
29.856394839892992	control
39.694369586213625	control
10.503098259768077	control
49.95785910187863	control
47.95582828074538	control
55.04357612675636	control
43.81283524627387	control
36.71807557156586	control
39.541502001378156	control
24.899418201354578	control
51.31593496423869	control
39.291495558586135	control
55.4561053288326	control
41.87419179174022	control
40.96852481712524	control
43.51652444493476	control
47.3670287834397	control
29.737824710580682	control
37.20792085468541	control
40.319913398673826	control
26.37729074751315	control
34.27059312257848	control
26.47644483060883	control
27.636341449743032	control
34.61978973542865	control
42.28248405565411	control
59.27675844960041	control
39.21454630121329	control
34.72243408149861	control
50.49591446309472	control
38.78110370322548	control
51.831699259742635	control
52.96070213525367	control
28.044322572621684	control
44.13657883694272	control
33.47098708321621	control
25.285676697193864	control
49.8327749881124	control
50.03690249648956	control
38.54215675983259	control
41.83938322308156	control
25.914199988952895	control
38.73970221459271	control
31.576174651664775	control
31.814870779255504	control
38.50967628133059	control
41.488895975313504	control
26.098697289417178	control
50.424267607566776	control
38.7239713731744	control
62.71502992336159	control
32.84672071667568	control
43.24904880130149	control
29.829742260689393	control
46.9600009585589	control
35.09941286642925	control
57.61900204014623	control
26.460329529349988	control
54.93204198451174	control
38.35301475999932	control
29.59712548555276	control
46.534752927797975	control
26.19638414344547	control
40.972223556260545	control
47.96691638420066	control
35.81253263935345	control
18.940260895164123	control
36.00821225450248	control
24.852924317657447	control
50.22838895472778	control
42.332349135920914	control
46.95116011666907	control
48.34938456879782	control
44.1014045573338	control
19.716715218023587	control
46.357082612910546	control
37.20820335617176	control
31.142966910064246	control
37.57727214146777	control
55.19634288376361	control
25.113202364996443	control
48.82892517189926	control
33.228824943770114	control
50.044631119143496	control
37.944010482545224	control
40.307721562091025	control
45.48673522264395	control
37.258377868108575	control
48.255890063979216	control
38.1980764128868	control
38.29776802318218	control
33.181004509516065	control
39.55144980782002	control
24.14142022978821	control
46.22552831223228	control
39.23227165807663	control
54.50540811383715	control
29.640034214768757	control
38.63090945457808	control
42.18022177410217	control
31.938458452426403	control
21.195448566235076	control
49.23061134800243	control
37.15707812509856	control
40.521461235454794	control
37.13768163214006	control
31.59464660633855	control
34.550876639141954	control
26.31625249949872	control
34.52861718594317	control
35.684578012161786	control
32.93158699019321	control
42.96277991654368	control
28.821433381815954	control
32.263147123539454	control
36.593680779638426	control
63.5050114048767	control
28.00362156662786	control
18.637845220672283	control
45.41613774049577	control
38.014804362032	control
45.41711888580697	control
25.360721864929964	control
52.539135159459605	control
41.01233000291343	control
46.33920097169781	control
44.56755256332299	control
38.55151342030044	control
47.94459760404614	control
39.66578894244914	control
46.022076636413	control
46.08303578595502	control
27.63035512897345	control
39.15465098850564	control
37.950160543847424	control
57.36425248837568	control
45.862356214457215	control
31.673293010105418	control
30.724914288067716	control
42.918582792778324	control
37.987574936196125	control
41.46069372504908	control
30.162649414752284	control
38.0504167052948	control
36.279358260650426	control
42.53673831651393	control
43.536320269298066	control
23.78492226158373	control
33.96972427372568	control
44.034500892452	control
29.789387177349454	control
23.672207108636787	control
45.919573586142455	control
53.894233014326964	control
40.52047469716926	control
34.97854690084715	control
33.57929817909795	control
35.2279672816359	control
55.3895645863751	control
28.826040798889895	control
51.79077503898958	control
46.61117697622532	control
49.528490229082024	control
29.4556270441659	control
44.91357005344193	control
41.280619298664114	control
41.8966671518066	control
53.302226881573176	control
40.99422167369176	control
27.907682234200422	control
41.76073317841765	control
40.36138259877975	control
38.47428777919164	control
43.07738629168677	control
37.175330601345394	control
47.05331213420033	control
33.8929827602502	control
38.98682600502797	control
42.591471921306216	control
45.10132243411937	control
36.402114794827845	control
40.692190890352016	control
32.79363588027953	control
36.586790453988755	control
37.443990414382476	control
17.281514254436367	control
56.88057490709116	control
35.2971562524814	control
41.564912954756295	control
54.26790633904036	control
45.31814706430582	control
47.17590155614387	control
49.8364890106884	control
32.4654358478373	control
32.65379775077095	control
38.42630853743132	control
38.45405185197139	control
27.341315725977502	control
43.05423217048599	control
18.584341160874335	control
37.59413718869914	control
31.6597264342825	control
36.95048079218677	control
40.705732300226565	control
25.854788186889852	control
29.49606594002424	control
50.50053272906296	control
37.761924163315776	control
65.94731009745402	control
59.45908521950867	control
36.052052075087275	control
41.07526957137903	control
33.56536462534551	control
52.41897221896191	control
29.219530329162666	control
15.487363381923451	control
43.259818104111226	control
55.4198586439857	control
43.959354526304224	control
45.87823812822891	control
53.80243659531209	control
41.342334275183916	control
35.62123364333837	control
36.76111264909543	control
28.226873382337438	control
49.61470946757913	control
44.436511193963334	control
40.5495792105325	control
22.719660886755854	control
38.98680830126486	control
5.273073260025747	control
41.23920375655362	control
29.849105015930043	control
45.0893311981164	control
56.05507937024551	control
54.526986050304615	control
21.627932241704343	control
56.751033339867675	control
53.23059573948383	control
44.61407820253951	control
38.41728329467487	control
39.722614436212645	control
52.28223621867322	control
43.554908027402924	control
40.15658033111642	control
41.94990147746606	control
42.80761972726462	control
52.526389087054724	control
34.17552417063721	control
42.763954371463825	control
44.86993178215164	control
52.52951937553871	control
41.88849462449435	control
19.448579752607884	control
48.90376606900415	control
47.9970434566686	control
42.570128312527814	control
45.61494899404131	control
32.6796570765236	control
31.783359981492374	control
43.07220140416599	control
36.46377587643483	control
39.90896927353576	control
32.77082390471624	control
43.38301496724124	control
51.9099136264128	control
53.70538718624434	control
23.55506934046945	control
36.214616827917695	control
60.19837358304976	control
29.301125998897845	control
29.059250473425674	control
31.373666171107764	control
17.978833831063866	control
26.634514391312763	control
41.81835475470117	control
42.93507972421869	control
38.2578766722301	control
28.001986452445742	control
47.72808866734482	control
39.76216536059127	control
39.168740613291746	control
51.55902819622618	control
29.656885388262317	control
50.720690730806595	control
48.51323549931687	control
45.34026897044005	control
42.263490377163954	control
56.49541042723294	control
35.93191202184219	control
35.47127158037592	control
40.8999745997594	control
41.66732076906378	control
39.48172423476546	control
44.08642055603865	control
39.01094959235228	control
42.923745894864844	control
31.779391116453326	control
67.0167385227156	control
55.65301951100959	control
41.18201507513959	control
31.202864217600883	control
37.68002651992082	control
43.67176069124446	control
33.75788230582886	control
52.39020734843224	control
39.62393404311011	control
51.7931259491707	control
35.163165327869336	control
50.327618449907796	control
32.26128142218596	control
35.101451549922004	control
56.76609660000007	control
21.46351164668957	control
43.09707945486295	control
32.82206650877125	control
43.59206567565014	control
60.29269140173777	control
50.794405714681325	control
51.93012831401874	control
23.126674920680877	control
41.65714809399955	control
34.325256917932236	control
35.99648252250928	control
38.802210229927525	control
49.854607058512876	control
41.995274266290934	control
57.67435731484049	control
45.40438323994582	control
41.51764429669171	control
45.927700264756325	control
57.245069506218165	control
46.53666309619781	control
42.62151919235525	control
44.653150801764966	control
48.116821032183346	control
39.812897310924384	control
56.930040487861405	control
37.51304647248919	control
29.31566707514967	control
62.10232178678808	control
41.01529626609177	control
35.08785717968212	control
35.82070464593639	control
45.99103950432249	control
35.45984711076908	control
28.5860393718604	control
32.66468767690697	control
44.69289380154804	control
36.93902081871006	control
45.27482150819985	control
48.926675358206666	control
28.35994256396609	control
43.082439403661674	control
55.446631243613304	control
44.52741059005951	control
41.80107981411381	control
51.84227951032465	control
40.76147165828556	control
58.8500500924745	control
20.219195325763998	control
48.21096732489883	control
42.47082495737323	control
53.42316972838765	control
43.75754436352094	control
61.345043786978884	control
33.25963644208678	control
50.77138923862897	control
31.13307859071898	control
35.270305461911384	control
29.172031853815824	control
58.32822167818998	control
43.9624984432148	control
31.808350463097227	control
38.840446324902715	control
44.07958469488768	control
48.3352078138647	control
45.28803219290601	control
28.277493746417285	control
37.85899869890227	control
41.9417530116343	control
44.920628736204534	control
54.342982375370106	control
39.8983413044358	control
58.705116281749255	control
36.90238707164804	control
38.61958798577522	control
37.0897262539594	control
22.589000162380533	control
25.09364790240372	control
52.51555714038841	control
35.414817063437475	control
34.425796426534866	control
39.537927826760985	control
47.712908602426374	control
48.5808031742791	control
37.148857725242046	control
37.29216722453294	control
26.411282230879166	control
36.703379814559874	control
42.519277197582085	control
19.49742493188943	control
36.12475838966656	control
49.78285769979092	control
38.42127935296037	control
37.810944352793044	control
25.47437334568459	control
45.20629138593429	control
33.62837940552432	control
47.09526439610105	control
35.55507174907913	control
35.27842835394735	control
45.915723829512245	control
29.71949692558386	control
29.381047079510125	control
37.203976370832414	control
36.531121170195654	control
37.26483613741701	control
22.246373338724826	control
59.69554955057467	control
35.809579610491426	control
45.7568578628659	control
47.05103659252326	control
45.56850230137088	control
33.858419647965206	control
55.758560549972415	control
43.65415049799277	control
41.89309994541786	control
36.028491130901145	control
63.84340695177359	control
42.23061528849915	control
35.4498790878824	control
19.213080837648782	control
27.11434294184379	control
40.179489584892416	control
29.712577948088708	control
46.20117709631119	control
29.43793616796102	control
47.07220783000635	control
45.64439472968153	control
38.020932771038204	control
42.785082491090236	control
51.88699997700564	control
53.02545728194472	control
54.65084668744574	control
53.00064664255302	control
32.19007099895808	control
55.04735599458977	control
51.462211944469615	control
30.378721775790478	control
39.77652962075955	control
55.65214701825772	control
31.79130281756032	control
29.378392929539014	control
49.837237219098625	control
44.052357079093184	control
51.956306319808434	control
36.65073812946903	control
36.91447923502096	control
36.33181005069469	control
48.696271747017605	control
45.453521397389565	control
37.51930751055159	control
41.02880341603471	control
44.97927308459093	control
52.25249569917522	control
32.872227736308666	control
48.58478437381315	control
44.08495801342479	control
38.47900614390611	control
47.33916964414819	control
43.47888550428099	control
40.976168051213506	control
43.835932259241886	control
46.23360637300612	control
44.221967855797836	control
47.06907129871794	control
45.4544444555833	control
48.90765118636757	control
23.78325281957883	control
51.5194092650022	control
48.67572197073389	control
50.815663199896804	control
28.50006191801782	control
26.375058865986986	control
40.38326699718696	control
44.78951595297066	control
53.39579536744951	control
37.12210639571631	control
31.100039931017548	control
39.81897733804415	control
28.76138943348541	control
41.02391987533663	control
42.43037241039341	control
36.932875467138736	control
43.649439061878766	control
60.558970945028214	control
44.2151368030415	control
34.71853600721825	control
59.08396544750242	control
39.49618562172859	control
39.25480193278641	control
21.68183844373376	control
31.752841791760176	control
49.91680327611955	control
43.69270758320428	control
20.597321080108486	control
30.077296278673924	control
35.24699947357369	control
29.740432473120574	control
43.78951746550488	control
38.04899938968678	control
48.57065694726796	control
44.88604849598222	control
33.24388668143612	control
40.794480084420606	control
29.113902712053545	control
48.43719550351503	control
38.25759451422746	control
65.2508522696938	control
38.58764669651944	control
34.29336136494416	control
48.80459521667345	control
37.29950176588677	control
38.45567972425212	control
37.601226283301884	control
29.26237577538265	control
35.18295649262835	control
42.6194819193844	control
31.16276176578406	control
36.491049095797635	control
45.38612945160122	control
30.532459046065675	control
35.05062578616615	control
43.05845345612806	control
33.89415616181632	control
37.187934351968224	control
37.42913696334505	control
34.83838324905353	control
34.27046744447106	control
33.048171686663856	control
45.937414684417234	control
15.18305642456799	control
44.53964687569149	control
41.3774534646373	control
37.349085689263866	control
26.68412314287953	control
49.533250048084724	control
46.727196050699696	control
51.165905619033786	control
32.06642828738591	control
48.469144070556354	control
38.77235211052907	control
26.003073324263546	control
44.87001645311119	control
41.69766529240806	control
40.78584964864954	control
30.57777397022631	control
37.68202363603764	control
38.26404555863629	control
56.74551681154678	control
48.68510815291762	control
61.70147539498757	control
57.243515011935	control
46.989932160034435	control
45.17637718160037	control
39.94145516076552	control
54.26481131519364	control
37.971022188185955	control
47.73853791629128	control
28.880793627984847	control
32.3959422728675	control
60.574546102332064	control
43.69777650708953	control
36.06872032040599	control
43.98175802453172	control
32.205467113607966	control
35.92838507196198	control
39.961361682694836	control
46.096815474561595	control
24.412962658253996	control
31.37145673779539	control
25.40970117574494	control
55.18553873062581	control
30.658386407709155	control
75.98450325083338	control
18.146107526353582	control
51.331175820364685	control
28.546461897094254	control
44.7967608349159	control
31.61586634711296	control
22.128760406442396	control
21.79756653339126	control
26.493450580197873	control
52.130845882681214	control
44.829220301002735	control
30.67737386000507	control
48.90297441897282	control
22.401279351644664	control
38.47707546106576	control
39.483789750924906	control
47.50315218457385	control
54.39614256738032	control
31.091277149730583	control
34.217953461620134	control
41.972979699131066	control
26.792114463544355	control
30.776293277916793	control
36.61538822408825	control
34.47000800746106	control
30.45302632027897	control
62.304902816236606	control
38.04185317592071	control
35.01528143346844	control
47.458632649893616	control
39.79070809369112	control
54.22548583029319	control
31.261823258387352	control
51.13717347081529	control
37.137731026397994	control
45.32452445582914	control
41.026226236768565	control
59.830057012022316	control
30.618930224700584	control
53.004782458307986	control
38.124267484390856	control
30.46658514313298	control
61.907233549372854	control
34.38219860968148	control
26.26144525642174	control
22.57142520003692	control
25.89903867381084	control
28.32510997661379	control
42.02871468231947	control
38.94723056096877	control
1.6648889973753995	control
39.84401527632803	control
48.29436860533317	control
47.99535619316261	control
31.361617231508482	control
42.541833532713085	control
33.65059190630118	control
43.573235451383006	control
25.163365999946414	control
39.1892336959426	control
64.74607994713335	control
21.60295324174395	control
23.11586089514357	control
26.166104617754854	control
51.22123592210839	control
48.25272039196663	control
33.97875203643305	control
52.91283136565126	control
41.88675703956688	control
45.08792361684411	control
21.978927715806634	control
39.548467599545326	control
45.050655143860155	control
25.16763868286084	control
40.339504854276825	control
21.112017657874066	control
32.24630132293206	control
38.983834186300115	control
25.48878813807888	control
43.02601453345227	control
53.226780559717824	control
42.86228837417013	control
28.7202081109551	control
24.86215203181664	control
25.95520993587005	control
31.849756645873576	control
44.09632211143155	control
36.713644490496655	control
39.900315700376474	control
43.624262614602465	control
54.927108125618716	control
33.651710769554114	control
47.02582611653372	control
50.92763222930257	control
50.07908402017655	control
32.186325037831445	control
34.824625814169536	control
28.54836093395427	control
46.81603830290942	control
24.910548073833265	control
32.95763337589718	control
24.151282014606466	control
45.3759524421019	control
44.827026151988306	control
28.231279942857235	control
47.7638611384415	control
54.7573177718935	control
55.09279159829809	control
32.72572745931159	control
38.27211202393013	control
60.32242207926705	control
36.261973368889606	control
44.46202961376679	control
38.1810486443787	control
47.153682964400296	control
48.23225108478745	control
42.138138116377725	control
33.56691315937522	control
54.63931164063091	control
43.375209007610295	control
43.00978236064021	control
50.656650949539106	control
36.096164875676564	control
49.125670489461065	control
44.059977363405174	control
33.43667877235328	control
22.85242541235245	control
40.189722219962555	control
28.537203956500843	control
28.48816448408171	control
29.195722287879395	control
42.5290477522817	control
29.738706357031685	control
48.46182715909836	control
34.158676221121816	control
40.221927541433736	control
23.663095021273886	control
45.690024209467495	control
45.65918590753939	control
48.90148899329365	control
44.325308796993504	control
28.216849445402268	control
26.619978277762247	control
34.72571391203988	control
50.26676222437858	control
49.685702405279926	control
45.3626995409196	control
11.27834406830602	control
28.208088799745603	control
48.95844627859124	control
35.99756254213699	control
32.545831374489126	control
38.464116853552284	control
36.369801331925885	control
59.65298793773651	control
40.31228849735635	control
38.11840423903936	control
38.14805639086199	control
44.784530216394515	control
46.27454339642948	control
32.043094566718764	control
44.80522919294882	control
43.529940534255	control
27.40886784505549	control
40.45301162660778	control
23.872464756390634	control
44.696237743245945	control
21.470905700651915	control
22.359438053152047	control
61.21758696280163	control
51.70758559457355	control
34.662477846185716	control
39.50360389692444	control
23.542028160378393	control
42.974168770468914	control
41.65992957140593	control
40.290451394185006	control
34.864002207277665	control
16.761882725238138	control
28.805907192542016	control
41.03199116409825	control
50.078627670799996	control
41.77901902185529	control
49.88977835664872	control
48.672890278920704	control
46.86389549449359	control
39.398763500822845	control
45.00354265569806	control
37.538245016262856	control
34.855793965121165	control
29.681801302667026	control
33.3057454592828	control
37.6848785987273	control
30.153110039909322	control
41.04816465737707	control
27.842704350480123	control
40.30728280003114	control
19.52910801524562	control
20.939209438554567	control
57.68016423664483	control
54.86240955646926	control
39.2801864232794	control
35.48527967711383	control
35.38755752237765	control
34.838650577120674	control
39.72566970049927	control
29.46704538966473	control
35.26338634614837	control
32.78043047969518	control
28.042503162586854	control
43.67209299574655	control
36.574011121015346	control
59.13343227674857	control
56.11009454138133	control
57.2520000581098	control
42.09605814921938	control
30.51688650960648	control
35.59772049836018	control
35.7774456403131	control
37.545210862639046	control
47.45509276675915	control
46.5228903649198	control
28.645917164237922	control
33.23648815458786	control
36.10667216056652	control
50.64171224058509	control
40.67969194104721	control
55.607658540545884	control
36.55821179444202	control
20.972666372917825	control
43.558607952692014	control
44.956487116766056	control
42.420210246901554	control
71.15719382158565	control
51.193119563268915	control
47.90392538624303	control
39.061456553435356	control
39.3299732425425	control
17.854705058982155	control
48.468492552039486	control
43.67613302673486	control
44.58291731490328	control
39.99332966672843	control
25.301237867826217	control
36.42874491817679	control
44.181742258210846	control
31.373901767239147	control
44.2960912937235	control
34.74612237525098	control
50.6062980759522	control
44.8330450202938	control
30.90304616107462	control
46.96872792700685	control
50.811525427999726	control
32.841064291961544	control
42.131383522349616	control
32.632453106214655	control
21.50814131874132	control
40.14069900571078	control
58.41988604751212	control
48.70127720984466	control
56.58291483778689	control
37.410233185909036	control
33.824245345219964	control
34.286739493341	control
41.42737952890629	control
47.679749594205674	control
30.11832687118624	control
43.0816475599942	control
52.785921817275494	control
37.41599941608472	control
45.59783739619431	control
39.92815297807023	control
48.86202962688171	control
40.954499894624455	control
26.169521792152437	control
35.472524895366824	control
37.03171797899292	control
50.782844754835764	control
34.41559423605983	control
23.49231384388841	control
34.42703275284603	control
44.51081447125194	control
20.318755511209034	control
43.99514926595835	control
45.57863529316929	control
30.342631548098964	control
31.316786346555027	control
33.516747666104656	control
53.854005803798955	control
36.05469786594535	control
49.99340229825262	control
44.47592372821558	control
49.960014320076155	control
35.62657608923193	control
32.0080179228139	control
51.513516986923364	control
48.987320458527535	control
54.02187455884906	control
45.908004377620024	control
48.04171685310975	control
35.061198418990266	control
27.793531868242372	control
54.16774803987846	control
43.08222866076039	control
37.76109016027489	control
51.28303535568487	control
24.091531088737117	control
36.62805591233055	control
49.206307271780275	control
24.610675612040037	control
36.94482277837537	control
52.69582330419185	control
37.09280572779833	control
39.08631526906403	control
25.2342903339231	control
33.93721669000832	control
34.92371458434231	control
48.97295246496877	control
50.36713745806109	control
16.282324432739482	control
40.74968441151557	control
28.267655643569064	control
43.482432427084895	control
42.91877452669987	control
33.60634286806249	control
45.133407818566184	control
37.012115834030496	control
38.09373849360721	control
39.369568259499374	control
44.59090756985885	control
35.73025205741401	control
46.99013953026134	control
53.836655756631565	control
48.14911028425009	control
38.842683244025444	control
51.866297283112644	control
42.13689500832615	control
29.844462207747142	control
41.819795308757136	control
48.61977226047498	control
32.028550093123414	control
54.46857588753454	control
37.02453226258522	control
31.045854280659277	control
41.83530317317848	control
44.16712972339877	control
42.88678927404331	control
40.27186392957517	control
28.543115158939745	control
23.82955844566495	control
29.52177394673042	control
49.593837629930555	control
46.28828266731422	control
55.660662321038245	control
36.106453568327	control
42.44035637879851	control
26.811676308727925	control
47.517489842519325	control
49.39047367282715	control
35.0037122122156	control
37.27198704937848	control
27.5952726840978	control
31.491011107542697	control
52.38232295696839	control
31.956500691138455	control
30.828617566068246	control
49.565728204751885	control
42.7801122462895	control
33.51034220921228	control
50.2069035700611	control
30.269152668431538	control
44.364578545838505	control
47.87313025838462	control
46.55650078331129	control
34.25961069185142	control
37.42762316445606	control
41.56152665949405	control
35.70640896815108	control
40.840811130120805	control
49.83307242466256	control
46.68838886688236	control
37.955945553217795	control
43.10616152348033	control
29.006932217092135	control
40.74195191205895	control
45.55047921292652	control
56.81435122120028	control
26.10370537990441	control
46.729968306770395	control
43.24777096473305	control
33.60336160690508	control
27.17318344709503	control
28.3523778436524	control
53.16609809842552	control
47.0559262663637	control
44.88642160138566	control
40.24928632751676	control
19.293708850371495	control
38.070068857886056	control
34.379008421071894	control
40.040748174082744	control
47.49095600537232	control
29.794530632122218	control
35.39658020880908	control
45.90369879752695	control
35.58406233919124	control
64.33606506063643	control
43.53797664534873	control
18.900884892064408	control
39.62733228060772	control
43.13306088775257	control
46.80902875525666	control
36.61898294688812	control
42.14241528943025	control
43.993813347727034	control
44.42834969353883	control
45.88135194285839	control
30.523990727447256	control
31.73441000358947	control
41.54688568203753	control
44.89329173489236	control
35.73331611401533	control
39.17278189206494	control
49.98639051065935	control
42.66530528554274	control
26.065301662898342	control
35.546601979995465	control
33.62604059080792	control
51.4134920913699	control
47.19259361015331	control
48.838098009877875	control
49.644765261491536	control
20.666942858759754	control
40.718627659439804	control
34.04550933784219	control
46.20887652313908	control
55.08366992260768	control
34.87211740392806	control
33.880710984657114	control
41.15786389193262	control
41.96110868442583	control
53.55885936911697	control
21.6040756285506	control
49.01888296858706	control
35.53582443787525	control
31.83716136782653	control
54.012167560120986	control
34.552701990395825	control
35.95052887788587	control
66.43259887866819	control
40.05260718017722	control
49.54785683199154	control
53.871943866312435	control
38.05369468961523	control
48.72051835375075	control
34.193057393238966	control
33.54517919284483	control
37.86915470630338	control
49.0606454597921	control
31.80731733983677	control
37.346000687136765	control
37.76070021313175	control
54.420359464734915	control
39.051334649781	control
45.341142381117145	control
37.59774431286606	control
44.79742878722889	control
51.828019473663026	control
33.72897314534423	control
48.89677476580391	control
45.935025773764394	control
33.833670210962865	control
24.790879721043748	control
55.718310308650686	control
43.90556326551542	control
50.540675456821944	control
27.53581193570006	control
55.21458575996737	control
44.12712760900589	control
35.55342746547673	control
41.946076756215575	control
12.444629770343013	control
42.26596683818158	control
46.20756943477052	control
36.92256152602521	control
39.242967682242806	control
48.69959164858848	control
