label	x1	x2
1	0.03413	20.72
1	0.06042	16.51
0	0.1865	26.38
1	0.08405	25.47
1	0.1599	19.85
1	0.06019	22.46
1	0.06296	24.11
1	0.07879	29.72
1	0.1571	19.49
1	0.05506	16.3
1	0.09722	20.5
1	0.08211	25.22
0	0.1515	25.11
1	0.08436	28.07
1	0.07025	18.41
1	0.03953	18.2
1	0.07909	26.21
0	0.1777	17.81
0	0.2247	26.39
1	0.08194	28.68
0	0.2346	28.22
1	0.05754	25.82
1	0.04603	12.02
0	0.1474	26.3
0	0.1721	32.33
1	0.08485	23.0
1	0.09391	15.64
0	0.116	29.87
0	0.1827	17.04
1	0.04306	16.82
1	0.0	19.2
1	0.0	17.04
1	0.0991	24.39
0	0.2035	28.45
1	0.009259	29.02
1	0.0399	16.15
0	0.2688	32.85
0	0.2903	33.48
0	0.1541	32.82
1	0.06296	17.7
0	0.1226	28.03
1	0.01042	21.18
0	0.1571	26.36
1	0.1099	21.39
1	0.04306	26.48
1	0.04815	19.59
0	0.1772	37.18
1	0.04773	23.5
1	0.0	20.83
0	0.1459	39.34
0	0.1727	27.78
1	0.08235	22.0
0	0.1673	34.01
0	0.09181	24.7
0	0.1708	32.06
0	0.1838	30.12
1	0.108	28.36
0	0.1939	25.84
0	0.2733	32.68
0	0.2013	41.85
1	0.1015	24.64
0	0.1252	20.24
1	0.05588	23.22
0	0.1096	25.05
1	0.1126	29.16
1	0.1035	15.92
0	0.192	27.84
1	0.06913	24.99
0	0.1595	18.47
0	0.1099	28.07
0	0.1772	34.85
0	0.1654	26.93
1	0.1138	27.1
1	0.03571	24.47
0	0.182	28.64
0	0.1625	45.41
1	0.08056	16.35
1	0.0909	17.13
1	0.05575	22.84
0	0.1479	30.29
1	0.09678	23.6
1	0.1087	16.9
1	0.04464	19.8
1	0.1379	19.31
1	0.118	31.31
0	0.1977	30.15
0	0.2543	24.89
1	0.02083	33.75
1	0.03002	41.78
0	0.1563	37.38
1	0.07222	19.16
1	0.07963	30.28
0	0.2593	34.51
0	0.1445	26.17
1	0.08219	40.54
0	0.2066	44.87
1	0.09222	19.05
1	0.04052	20.37
1	0.1218	27.96
1	0.06106	26.34
0	0.1564	30.53
1	0.06736	29.46
1	0.0497	27.82
1	0.1561	17.7
1	0.06136	35.19
1	0.09608	21.19
0	0.2105	27.0
1	0.06544	22.46
0	0.2507	25.59
0	0.1857	25.09
0	0.1999	24.57
0	0.1374	22.07
0	0.1941	36.27
0	0.2229	22.66
0	0.2462	31.64
0	0.2014	49.54
0	0.1697	39.16
0	0.08235	31.47
0	0.1528	27.24
0	0.08568	31.67
0	0.1984	29.33
0	0.1659	47.16
1	0.07926	22.94
1	0.06189	30.04
1	0.0578	23.64
1	0.086	25.21
1	0.03333	20.65
1	0.0875	16.18
0	0.1841	28.18
1	0.05159	20.88
0	0.1136	34.69
1	0.08946	18.99
1	0.01111	18.99
0	0.1294	24.3
1	0.05185	26.1
1	0.09993	21.74
0	0.1872	35.9
1	0.0829	18.26
0	0.2252	28.65
0	0.1732	25.09
1	0.1017	19.69
1	0.008772	23.08
1	0.1155	27.29
1	0.05366	15.54
1	0.09314	22.33
1	0.06203	26.14
1	0.1021	22.13
1	0.1489	26.19
1	0.1056	19.93
1	0.0914	25.75
1	0.06343	17.48
1	0.05802	16.93
1	0.03194	14.82
0	0.0716	23.39
1	0.0753	25.26
1	0.03125	24.22
0	0.198	26.24
1	0.07625	23.07
0	0.1923	29.43
1	0.06528	24.54
1	0.05509	21.61
1	0.04815	31.62
1	0.025	20.45
1	0.01389	20.07
1	0.0221	16.94
1	0.03532	17.4
1	0.05741	26.55
1	0.05813	21.75
1	0.08411	16.4
1	0.04715	12.87
1	0.0	22.44
1	0.02784	19.71
1	0.01852	16.47
0	0.1776	25.0
1	0.1145	23.4
1	0.02832	20.21
1	0.09744	20.61
0	0.1425	23.03
1	0.1155	21.08
0	0.2685	31.86
1	0.05556	21.38
1	0.05602	21.1
1	0.0589	18.0
1	0.02796	22.25
0	0.1583	30.38
0	0.1047	25.21
0	0.1981	21.98
1	0.09858	21.95
1	0.02022	25.78
1	0.01667	22.06
1	0.03983	28.46
0	0.1827	33.15
1	0.0585	16.91
0	0.2048	34.37
1	0.06499	26.84
0	0.2089	30.73
1	0.1414	21.51
1	0.0812	23.07
1	0.1075	19.9
0	0.2255	34.66
1	0.07864	18.16
1	0.04074	19.48
1	0.05093	27.06
1	0.1251	17.93
1	0.06548	20.79
1	0.04766	17.72
1	0.04262	19.74
0	0.2135	24.17
0	0.2756	23.58
0	0.1526	33.22
1	0.03922	15.82
1	0.09265	22.43
1	0.1258	24.85
1	0.05556	25.58
1	0.04762	17.7
1	0.05052	25.02
1	0.01635	20.98
1	0.05614	29.2
1	0.08312	25.99
1	0.09123	25.45
1	0.06987	21.7
0	0.1765	26.37
0	0.2152	33.81
1	0.08829	24.04
0	0.182	26.44
0	0.2432	25.8
0	0.2248	31.03
1	0.08178	15.73
0	0.1966	21.84
0	0.2112	23.17
1	0.06987	20.21
1	0.1251	19.14
1	0.1465	22.82
1	0.05781	35.63
1	0.1054	19.64
0	0.2524	32.82
1	0.1318	20.53
1	0.06754	20.83
1	0.1092	28.71
1	0.09804	23.13
1	0.09173	17.37
0	0.1359	31.71
1	0.0914	19.29
1	0.04537	19.97
1	0.08272	18.93
0	0.1825	30.44
1	0.06696	15.65
1	0.0	22.8
0	0.2121	29.41
0	0.2422	28.74
1	0.06266	25.8
1	0.07911	25.34
1	0.1453	27.2
1	0.08296	21.06
1	0.05556	20.35
1	0.05356	24.49
0	0.1964	27.78
1	0.06876	20.14
1	0.06608	24.61
1	0.08388	23.02
1	0.04793	16.85
1	0.07887	25.58
1	0.1129	19.58
1	0.05601	27.01
0	0.1974	25.41
1	0.09532	28.88
1	0.08698	36.32
1	0.07431	26.44
1	0.02564	27.99
1	0.1308	31.55
0	0.06575	36.91
1	0.08263	27.21
1	0.0377	31.24
0	0.2134	27.65
1	0.08224	16.92
1	0.04306	28.92
1	0.06664	26.98
1	0.1108	18.34
1	0.1105	19.67
1	0.1407	25.5
1	0.04589	23.17
1	0.02579	28.94
1	0.0931	21.57
1	0.07485	32.04
1	0.04044	20.29
1	0.03612	20.96
0	0.2475	27.57
1	0.0737	22.91
0	0.2173	25.07
0	0.1708	30.93
1	0.07971	20.54
0	0.1827	30.8
1	0.06384	24.38
1	0.07453	21.58
1	0.0589	28.01
1	0.08216	19.31
1	0.1555	26.87
0	0.1739	35.46
1	0.03312	17.5
1	0.02222	23.31
0	0.1535	22.02
1	0.1202	30.36
0	0.197	38.54
1	0.08308	22.74
1	0.09594	28.39
0	0.228	32.07
1	0.0875	28.18
0	0.1466	30.96
1	0.07116	37.88
1	0.1069	16.93
1	0.09851	22.15
1	0.07763	41.61
1	0.06835	38.81
1	0.06005	34.23
1	0.05921	31.88
1	0.04866	36.92
0	0.1555	34.49
0	0.2625	31.37
1	0.05563	31.98
1	0.08288	24.02
1	0.1045	23.89
1	0.1357	25.5
1	0.1181	25.46
1	0.025	24.62
0	0.1996	28.87
1	0.1416	25.4
1	0.0656	25.62
1	0.05547	33.33
1	0.1147	18.22
1	0.0	38.05
1	0.07966	19.35
1	0.09783	19.35
1	0.1339	27.26
1	0.06222	21.8
1	0.07431	21.9
0	0.1775	23.05
1	0.0569	27.87
1	0.0815	26.42
1	0.1335	18.32
1	0.09077	23.53
1	0.1452	14.2
1	0.1342	21.03
1	0.07828	25.44
0	0.206	30.39
1	0.09815	21.59
0	0.08737	26.56
1	0.06335	31.99
1	0.08341	18.42
0	0.1489	26.06
1	0.0268	16.36
1	0.04195	28.46
1	0.1017	28.48
1	0.1407	22.15
1	0.1053	24.34
0	0.1663	22.88
0	0.2113	30.76
1	0.1018	20.43
0	0.1521	32.94
1	0.08411	21.4
0	0.2264	23.87
1	0.1025	16.38
1	0.1075	18.04
1	0.08088	24.17
1	0.09514	20.74
1	0.1357	17.76
0	0.2163	36.33
1	0.1056	17.6
1	0.07955	17.58
0	0.2051	29.66
1	0.09186	17.24
0	0.112	28.06
1	0.08542	23.03
0	0.151	26.2
0	0.1613	25.23
1	0.1096	24.37
1	0.08045	21.74
1	0.07262	17.84
0	0.2475	26.93
1	0.02832	26.43
1	0.1284	25.63
1	0.06528	22.99
1	0.08512	18.45
1	0.1427	25.16
1	0.107	19.27
1	0.1015	15.38
1	0.07393	15.77
1	0.101	27.98
1	0.0812	28.81
1	0.08704	20.2
0	0.1613	27.15
1	0.09861	26.51
0	0.2148	25.48
0	0.1362	34.27
1	0.1308	32.19
1	0.0	30.92
1	0.05	31.89
1	0.06918	19.68
1	0.1205	31.73
1	0.1095	32.29
1	0.07958	37.17
1	0.06845	24.75
1	0.07174	29.09
1	0.02381	21.77
1	0.08333	22.04
1	0.03846	25.59
1	0.03264	31.45
1	0.0	24.77
1	0.06413	28.26
1	0.06498	36.0
1	0.02564	25.05
1	0.06493	35.74
1	0.09127	34.91
1	0.02232	22.88
1	0.0	34.24
1	0.1105	27.27
1	0.09653	37.16
1	0.1048	33.17
1	0.0	38.3
0	0.2356	42.79
0	0.2542	29.41
0	0.2216	26.4
0	0.1628	38.25
0	0.1418	34.12
0	0.265	39.42
1	0.0	30.37
